id;route_long_name;stop_id;stop_name;stop_lon;stop_lat;operatorname;shortname;bookingrules;mode;pointgeo;nom_commune;code_insee
IDFM:C01727;C;IDFM:monomodalStopPlace:43110;Choisy-le-Roi;2.411287538155699;48.76387977763339;SNCF;C;;RapidTransit;48.76387977763339, 2.411287538155699;Choisy-le-Roi;94022
IDFM:C01727;C;IDFM:monomodalStopPlace:43076;Épinay-sur-Orge;2.332043500451718;48.6693475106473;SNCF;C;;RapidTransit;48.6693475106473, 2.332043500451718;Épinay-sur-Orge;91216
IDFM:C01727;C;IDFM:monomodalStopPlace:43188;Sainte-Geneviève-des-Bois;2.3129608959702024;48.65295347339147;SNCF;C;;RapidTransit;48.65295347339147, 2.3129608959702024;Sainte-Geneviève-des-Bois;91549
IDFM:C01728;D;IDFM:monomodalStopPlace:45812;Ponthierry - Pringy;2.5445365646399507;48.535084951085466;SNCF;D;;RapidTransit;48.535084951085466, 2.5445365646399507;Saint-Fargeau-Ponthierry;77407
IDFM:C01728;D;IDFM:monomodalStopPlace:45759;Essonnes Robinson;2.463295818844443;48.60581740091332;SNCF;D;;RapidTransit;48.60581740091332, 2.463295818844443;Corbeil-Essonnes;91174
IDFM:C01728;D;IDFM:monomodalStopPlace:43156;Maisse;2.393493661032251;48.39367132989446;SNCF;D;;RapidTransit;48.39367132989446, 2.393493661032251;Maisse;91359
IDFM:C01728;D;IDFM:monomodalStopPlace:45850;Le Bras de Fer;2.4520047548737254;48.623306397197155;SNCF;D;;RapidTransit;48.623306397197155, 2.4520047548737254;Évry-Courcouronnes;91228
IDFM:C01728;D;IDFM:monomodalStopPlace:43132;Grigny Centre;2.39678605544789;48.65484195083382;SNCF;D;;RapidTransit;48.65484195083382, 2.39678605544789;Grigny;91286
IDFM:C01728;D;IDFM:monomodalStopPlace:47669;Lieusaint - Moissy;2.569507070898012;48.62833648393033;SNCF;D;;RapidTransit;48.62833648393033, 2.569507070898012;Lieusaint;77251
IDFM:C01728;D;IDFM:monomodalStopPlace:43226;Yerres;2.483187005163047;48.7064507273249;SNCF;D;;RapidTransit;48.7064507273249, 2.483187005163047;Yerres;91691
IDFM:C01728;D;IDFM:monomodalStopPlace:43251;Garges - Sarcelles;2.3899547555239407;48.97632635843972;SNCF;D;;RapidTransit;48.97632635843972, 2.3899547555239407;Garges-lès-Gonesse;95268
IDFM:C01728;D;IDFM:monomodalStopPlace:43204;Stade de France Saint-Denis;2.3504430479100207;48.91769737260247;SNCF;D;;RapidTransit;48.91769737260247, 2.3504430479100207;Saint-Denis;93066
IDFM:C01728;D;IDFM:monomodalStopPlace:43154;Maisons-Alfort - Alfortville;2.4264376603578035;48.80217813521484;SNCF;D;;RapidTransit;48.80217813521484, 2.4264376603578035;Alfortville;94002
IDFM:C01728;D;IDFM:monomodalStopPlace:464040;Le Vert de Maisons;2.4321242678299977;48.78883131123265;SNCF;D;;RapidTransit;48.78883131123265, 2.4321242678299977;Maisons-Alfort;94046
IDFM:C01728;D;IDFM:monomodalStopPlace:46304;Villeneuve Triage;2.438697833840877;48.744611139140474;SNCF;D;;RapidTransit;48.744611139140474, 2.438697833840877;Villeneuve-Saint-Georges;94078
IDFM:C01728;D;IDFM:monomodalStopPlace:45739;Juvisy;2.383334629403869;48.68970940912314;SNCF;D;;RapidTransit;48.68970940912314, 2.383334629403869;Juvisy-sur-Orge;91326
IDFM:C01728;D;IDFM:monomodalStopPlace:43115;Corbeil-Essonnes;2.472467657639279;48.61323864277619;SNCF;D;;RapidTransit;48.61323864277619, 2.472467657639279;Corbeil-Essonnes;91174
IDFM:C01729;E;IDFM:monomodalStopPlace:47900;Val de Fontenay;2.4890536307751616;48.85424654032024;SNCF;E;;RapidTransit;48.85424654032024, 2.4890536307751616;Fontenay-sous-Bois;94033
IDFM:C01729;E;IDFM:monomodalStopPlace:43223;Villiers-sur-Marne - Le Plessis-Trévise;2.542644466674205;48.82324786783017;SNCF;E;;RapidTransit;48.82324786783017, 2.542644466674205;Villiers-sur-Marne;94079
IDFM:C01729;E;IDFM:monomodalStopPlace:58498;Rosa Parks;2.3737182728654673;48.89645824176388;SNCF;E;;RapidTransit;48.89645824176388, 2.3737182728654673;Paris;75056
IDFM:C01729;E;IDFM:monomodalStopPlace:43176;Pantin;2.4010414542870944;48.897987452300434;SNCF;E;;RapidTransit;48.897987452300434, 2.4010414542870944;Pantin;93055
IDFM:C01729;E;IDFM:monomodalStopPlace:44201;Noisy-le-Sec;2.4591980956866797;48.8966634168645;SNCF;E;;RapidTransit;48.8966634168645, 2.4591980956866797;Noisy-le-Sec;93053
IDFM:C01729;E;IDFM:monomodalStopPlace:43211;Vaires - Torcy;2.637705554664271;48.87517306494243;SNCF;E;;RapidTransit;48.87517306494243, 2.637705554664271;Vaires-sur-Marne;77479
IDFM:C01742;A;IDFM:monomodalStopPlace:43146;La Varenne - Chennevières;2.5132322873015256;48.79532749459459;SNCF;A;;RapidTransit;48.79532749459459, 2.5132322873015256;Saint-Maur-des-Fossés;94068
